199822,609.841,4127.62,0.0,0.0,1.0,0
199838,609.838,4127.61,0.0,0.0,1.0,0
199828,609.832,4127.56,0.0,0.0,1.0,0
199834,609.836,4127.54,0.0,0.0,1.0,0
199852,609.855,4127.52,0.0,0.0,1.0,0
199836,609.882,4127.52,0.0,0.0,1.0,0
199826,609.925,4127.57,0.0,0.0,1.0,0
199850,609.907,4127.5,0.0,0.0,1.0,0
199848,609.932,4127.47,0.0,0.0,1.0,0
199824,609.956,4127.59,0.0,0.0,1.0,0
199846,610.003,4127.47,0.0,0.0,1.0,0
199830,609.982,4127.59,0.0,0.0,1.0,0
199854,610.04,4127.47,0.0,0.0,1.0,0
215798,610.014,4127.55,0.0,0.0,1.0,0
215800,610.035,4127.55,0.0,0.0,1.0,0
199840,610.014,4127.61,0.0,0.0,1.0,0
199844,610.075,4127.53,0.0,0.0,1.0,0
199832,610.083,4127.59,0.0,0.0,1.0,0
200016,610.115,4127.66,0.0,0.0,1.0,0
215852,610.191,4127.65,0.0,0.0,1.0,0
215844,610.163,4127.59,0.0,0.0,1.0,0
215846,610.161,4127.58,0.0,0.0,1.0,0
215854,610.218,4127.58,0.0,0.0,1.0,0
215848,610.156,4127.55,0.0,0.0,1.0,0
215836,610.151,4127.48,0.0,0.0,1.0,0
215850,610.156,4127.55,0.0,0.0,1.0,0
215834,610.175,4127.44,0.0,0.0,1.0,0
215842,610.151,4127.48,0.0,0.0,1.0,0
215832,610.204,4127.43,0.0,0.0,1.0,0
215840,610.217,4127.44,0.0,0.0,1.0,0
215830,610.241,4127.38,0.0,0.0,1.0,0
215838,610.239,4127.45,0.0,0.0,1.0,0
199892,610.249,4127.31,0.0,0.0,1.0,0
215856,610.263,4127.46,0.0,0.0,1.0,0
199880,610.225,4127.31,0.0,0.0,1.0,0
199886,610.289,4127.32,0.0,0.0,1.0,0
215858,610.326,4127.47,0.0,0.0,1.0,0
199888,610.33,4127.3,0.0,0.0,1.0,0
199898,610.289,4127.32,0.0,0.0,1.0,0
199890,610.202,4127.31,0.0,0.0,1.0,0
215922,610.365,4127.46,0.0,0.0,1.0,0
199878,610.329,4127.25,0.0,0.0,1.0,0
199900,610.363,4127.3,0.0,0.0,1.0,0
199896,610.19,4127.31,0.0,0.0,1.0,0
215862,610.359,4127.51,0.0,0.0,1.0,0
199884,610.329,4127.24,0.0,0.0,1.0,0
199882,610.164,4127.31,0.0,0.0,1.0,0
215916,610.345,4127.55,0.0,0.0,1.0,0
199894,610.151,4127.32,0.0,0.0,1.0,0
215860,610.332,4127.55,0.0,0.0,1.0,0
215802,610.13,4127.29,0.0,0.0,1.0,0
199872,610.109,4127.35,0.0,0.0,1.0,0
215864,610.297,4127.56,0.0,0.0,1.0,0
199868,610.083,4127.36,0.0,0.0,1.0,0
215804,610.117,4127.25,0.0,0.0,1.0,0
215866,610.297,4127.56,0.0,0.0,1.0,0
199866,610.058,4127.38,0.0,0.0,1.0,0
215814,610.108,4127.19,0.0,0.0,1.0,0
199864,610.045,4127.38,0.0,0.0,1.0,0
215816,610.139,4127.15,0.0,0.0,1.0,0
199870,610.032,4127.39,0.0,0.0,1.0,0
215820,610.178,4127.15,0.0,0.0,1.0,0
199860,610.007,4127.39,0.0,0.0,1.0,0
215822,610.199,4127.16,0.0,0.0,1.0,0
199858,609.899,4127.37,0.0,0.0,1.0,0
215818,610.24,4127.17,0.0,0.0,1.0,0
199856,609.821,4127.36,0.0,0.0,1.0,0
199874,609.919,4127.21,0.0,0.0,1.0,0
215810,610.256,4127.05,0.0,0.0,1.0,0
215826,610.277,4127.17,0.0,0.0,1.0,0
199862,609.782,4127.32,0.0,0.0,1.0,0
215806,609.86,4127.18,0.0,0.0,1.0,0
215812,610.34,4127.04,0.0,0.0,1.0,0
215824,610.302,4127.17,0.0,0.0,1.0,0
190966,610.381,4126.94,0.0,0.0,1.0,0
190968,610.306,4126.9,0.0,0.0,1.0,0
209582,610.427,4126.85,0.0,0.0,1.0,0
190970,610.257,4126.87,0.0,0.0,1.0,0
190972,610.366,4126.78,0.0,0.0,1.0,0
190974,610.489,4126.76,0.0,0.0,1.0,0
190964,610.254,4126.86,0.0,0.0,1.0,0
209580,610.246,4126.94,0.0,0.0,1.0,0
190994,610.289,4126.72,0.0,0.0,1.0,0
190960,610.141,4126.93,0.0,0.0,1.0,0
190996,610.228,4126.69,0.0,0.0,1.0,0
190958,610.079,4126.93,0.0,0.0,1.0,0
199876,610.112,4127.03,0.0,0.0,1.0,0
191000,610.294,4126.62,0.0,0.0,1.0,0
209598,610.173,4126.58,0.0,0.0,1.0,0
190962,610.139,4126.83,0.0,0.0,1.0,0
215808,610.024,4127.03,0.0,0.0,1.0,0
190998,610.323,4126.62,0.0,0.0,1.0,0
191002,610.274,4126.52,0.0,0.0,1.0,0
190954,610.053,4126.61,0.0,0.0,1.0,0
191004,610.412,4126.53,0.0,0.0,1.0,0
191006,610.542,4126.47,0.0,0.0,1.0,0
190992,610.622,4126.51,0.0,0.0,1.0,0
191008,610.673,4126.41,0.0,0.0,1.0,0
191010,610.772,4126.36,0.0,0.0,1.0,0
217273,609.744,4127.74,0.0,0.0,0,1
